Producto,Categoría,Cantidad,Precio Total,Fecha
"Chocolate Jet 50g","Snacks",3,179200.00,"2026-02-05 16:48:00"
"Chocoramo","Snacks",10,179200.00,"2026-02-05 16:48:00"
"Sal Refisal 1Kg","Basicos hogar",2,179200.00,"2026-02-05 16:48:00"
"Cafe Sello Rojo 250g","Basicos hogar",7,179200.00,"2026-02-05 16:48:00"
"Huevos x30 unidades","Basicos hogar",5,179200.00,"2026-02-05 16:48:00"
"Papel Higienico Familia x4","Aseo",1,77000.00,"2026-02-05 01:36:00"
"Cepillo de Dientes Colgate","Aseo",1,77000.00,"2026-02-05 01:36:00"
"Salchicha Ranchera x5","Enlatados",4,77000.00,"2026-02-05 01:36:00"
"Papas Margarita Natural 30g","Snacks",9,77000.00,"2026-02-05 01:36:00"
"Galletas Festival Chocolate","Snacks",7,77000.00,"2026-02-05 01:36:00"
"Chocoramo","Snacks",8,77000.00,"2026-02-05 01:36:00"
"Aceite Girasol 1L","Basicos hogar",10,302600.00,"2026-02-04 22:07:00"
"Azucar Manuelita 1Kg","Basicos hogar",8,302600.00,"2026-02-04 22:07:00"
"Cafe Sello Rojo 250g","Basicos hogar",10,302600.00,"2026-02-04 22:07:00"
"Huevos x30 unidades","Basicos hogar",6,302600.00,"2026-02-04 22:07:00"
"Arroz Diana 1Kg","Granos y cereales",12,178300.00,"2026-02-04 15:38:00"
"Lentejas 500g","Granos y cereales",6,178300.00,"2026-02-04 15:38:00"
"Frijol rojo 500g","Granos y cereales",6,178300.00,"2026-02-04 15:38:00"
"Avena Quaker 400g","Granos y cereales",4,178300.00,"2026-02-04 15:38:00"
"Harina de Trigo 1Kg","Granos y cereales",1,178300.00,"2026-02-04 15:38:00"
"Leche Alqueria Entera 1L","Lacteos",12,178300.00,"2026-02-04 15:38:00"
"Yogurt Alpina 1L","Lacteos",10,143600.00,"2026-02-04 14:04:00"
"Queso Campesino 500g","Lacteos",1,143600.00,"2026-02-04 14:04:00"
"Mantequilla 250g","Lacteos",5,143600.00,"2026-02-04 14:04:00"
"Coca-Cola 350ml","Bebidas",8,143600.00,"2026-02-04 14:04:00"
"Agua Cristal 600ml","Bebidas",8,143600.00,"2026-02-04 14:04:00"
"Cerveza Poker 330ml","Bebidas",8,143600.00,"2026-02-04 14:04:00"
"Arroz Diana 1Kg","Granos y cereales",4,904700.00,"2026-02-03 16:19:00"
"Arroz Roa 5Kg","Granos y cereales",10,904700.00,"2026-02-03 16:19:00"
"Frijol rojo 500g","Granos y cereales",11,904700.00,"2026-02-03 16:19:00"
"Avena Quaker 400g","Granos y cereales",3,904700.00,"2026-02-03 16:19:00"
"Pasta Doria Espagueti 250g","Granos y cereales",10,904700.00,"2026-02-03 16:19:00"
"Harina de Trigo 1Kg","Granos y cereales",5,904700.00,"2026-02-03 16:19:00"
"Leche Alqueria Entera 1L","Lacteos",12,904700.00,"2026-02-03 16:19:00"
"Leche Colanta Deslactosada 1L","Lacteos",10,904700.00,"2026-02-03 16:19:00"
"Yogurt Alpina 1L","Lacteos",12,904700.00,"2026-02-03 16:19:00"
"Coca-Cola 350ml","Bebidas",3,904700.00,"2026-02-03 16:19:00"
"Gaseosa Postobon Manzana 350ml","Bebidas",10,904700.00,"2026-02-03 16:19:00"
"Jugo Hit Naranja 1L","Bebidas",5,904700.00,"2026-02-03 16:19:00"
"Agua Cristal 600ml","Bebidas",7,904700.00,"2026-02-03 16:19:00"
"Cerveza Poker 330ml","Bebidas",5,904700.00,"2026-02-03 16:19:00"
"Papel Higienico Familia x4","Aseo",1,904700.00,"2026-02-03 16:19:00"
"Cloro Blancox 500ml","Aseo",2,904700.00,"2026-02-03 16:19:00"
"Atun Van Camps 160g","Enlatados",5,904700.00,"2026-02-03 16:19:00"
"Frijoles enlatados Zenú 300g","Enlatados",5,904700.00,"2026-02-03 16:19:00"
"Papas Margarita Natural 30g","Snacks",8,904700.00,"2026-02-03 16:19:00"
"Galletas Festival Chocolate","Snacks",7,904700.00,"2026-02-03 16:19:00"
"Aceite Girasol 1L","Basicos hogar",3,904700.00,"2026-02-03 16:19:00"
"Azucar Manuelita 1Kg","Basicos hogar",11,904700.00,"2026-02-03 16:19:00"
"Cafe Sello Rojo 250g","Basicos hogar",11,904700.00,"2026-02-03 16:19:00"
"Panela redonda 500g","Basicos hogar",1,904700.00,"2026-02-03 16:19:00"
"Huevos x30 unidades","Basicos hogar",6,904700.00,"2026-02-03 16:19:00"
"Arroz Diana 1Kg","Granos y cereales",4,615900.00,"2026-02-02 23:57:00"
"Arroz Roa 5Kg","Granos y cereales",13,615900.00,"2026-02-02 23:57:00"
"Lentejas 500g","Granos y cereales",10,615900.00,"2026-02-02 23:57:00"
"Frijol rojo 500g","Granos y cereales",17,615900.00,"2026-02-02 23:57:00"
"Avena Quaker 400g","Granos y cereales",7,615900.00,"2026-02-02 23:57:00"
"Pasta Doria Espagueti 250g","Granos y cereales",6,615900.00,"2026-02-02 23:57:00"
"Leche Alqueria Entera 1L","Lacteos",17,615900.00,"2026-02-02 23:57:00"
"Leche Colanta Deslactosada 1L","Lacteos",7,615900.00,"2026-02-02 23:57:00"
"Yogurt Alpina 1L","Lacteos",8,615900.00,"2026-02-02 23:57:00"
"Queso Campesino 500g","Lacteos",3,615900.00,"2026-02-02 23:57:00"
"Mantequilla 250g","Lacteos",1,615900.00,"2026-02-02 23:57:00"
"Papas Margarita Natural 30g","Snacks",14,368600.00,"2026-02-02 18:40:00"
"Galletas Festival Chocolate","Snacks",14,368600.00,"2026-02-02 18:40:00"
"Chocolate Jet 50g","Snacks",6,368600.00,"2026-02-02 18:40:00"
"Chocoramo","Snacks",7,368600.00,"2026-02-02 18:40:00"
"Aceite Girasol 1L","Basicos hogar",6,368600.00,"2026-02-02 18:40:00"
"Azucar Manuelita 1Kg","Basicos hogar",4,368600.00,"2026-02-02 18:40:00"
"Cafe Sello Rojo 250g","Basicos hogar",11,368600.00,"2026-02-02 18:40:00"
"Panela redonda 500g","Basicos hogar",4,368600.00,"2026-02-02 18:40:00"
"Huevos x30 unidades","Basicos hogar",8,368600.00,"2026-02-02 18:40:00"
"Coca-Cola 350ml","Bebidas",4,245600.00,"2026-02-02 12:33:00"
"Gaseosa Postobon Manzana 350ml","Bebidas",14,245600.00,"2026-02-02 12:33:00"
"Jugo Hit Naranja 1L","Bebidas",7,245600.00,"2026-02-02 12:33:00"
"Agua Cristal 600ml","Bebidas",14,245600.00,"2026-02-02 12:33:00"
"Cerveza Poker 330ml","Bebidas",14,245600.00,"2026-02-02 12:33:00"
"Aguardiante Antioqueno 375ml","Bebidas",1,245600.00,"2026-02-02 12:33:00"
"Papel Higienico Familia x4","Aseo",7,245600.00,"2026-02-02 12:33:00"
"Atun Van Camps 160g","Enlatados",1,245600.00,"2026-02-02 12:33:00"
"Sardina Isabel 170g","Enlatados",1,245600.00,"2026-02-02 12:33:00"
"Frijoles enlatados Zenú 300g","Enlatados",6,245600.00,"2026-02-02 12:33:00"
"Salchicha Ranchera x5","Enlatados",3,245600.00,"2026-02-02 12:33:00"
"Arroz Diana 1Kg","Granos y cereales",13,1768900.00,"2026-02-01 17:21:00"
"Arroz Roa 5Kg","Granos y cereales",7,1768900.00,"2026-02-01 17:21:00"
"Lentejas 500g","Granos y cereales",13,1768900.00,"2026-02-01 17:21:00"
"Frijol rojo 500g","Granos y cereales",16,1768900.00,"2026-02-01 17:21:00"
"Avena Quaker 400g","Granos y cereales",2,1768900.00,"2026-02-01 17:21:00"
"Pasta Doria Espagueti 250g","Granos y cereales",5,1768900.00,"2026-02-01 17:21:00"
"Harina de Trigo 1Kg","Granos y cereales",5,1768900.00,"2026-02-01 17:21:00"
"Leche Alqueria Entera 1L","Lacteos",18,1768900.00,"2026-02-01 17:21:00"
"Leche Colanta Deslactosada 1L","Lacteos",9,1768900.00,"2026-02-01 17:21:00"
"Yogurt Alpina 1L","Lacteos",20,1768900.00,"2026-02-01 17:21:00"
"Queso Campesino 500g","Lacteos",4,1768900.00,"2026-02-01 17:21:00"
"Mantequilla 250g","Lacteos",7,1768900.00,"2026-02-01 17:21:00"
"Coca-Cola 350ml","Bebidas",22,1768900.00,"2026-02-01 17:21:00"
"Gaseosa Postobon Manzana 350ml","Bebidas",9,1768900.00,"2026-02-01 17:21:00"
"Jugo Hit Naranja 1L","Bebidas",7,1768900.00,"2026-02-01 17:21:00"
"Agua Cristal 600ml","Bebidas",15,1768900.00,"2026-02-01 17:21:00"
"Cerveza Poker 330ml","Bebidas",22,1768900.00,"2026-02-01 17:21:00"
"Aguardiante Antioqueno 375ml","Bebidas",2,1768900.00,"2026-02-01 17:21:00"
"Jabon Rey 300g","Aseo",2,1768900.00,"2026-02-01 17:21:00"
"Papel Higienico Familia x4","Aseo",9,1768900.00,"2026-02-01 17:21:00"
"Cloro Blancox 500ml","Aseo",2,1768900.00,"2026-02-01 17:21:00"
"Cepillo de Dientes Colgate","Aseo",4,1768900.00,"2026-02-01 17:21:00"
"Atun Van Camps 160g","Enlatados",4,1768900.00,"2026-02-01 17:21:00"
"Sardina Isabel 170g","Enlatados",5,1768900.00,"2026-02-01 17:21:00"
"Frijoles enlatados Zenú 300g","Enlatados",5,1768900.00,"2026-02-01 17:21:00"
"Salchicha Ranchera x5","Enlatados",5,1768900.00,"2026-02-01 17:21:00"
"Papas Margarita Natural 30g","Snacks",20,1768900.00,"2026-02-01 17:21:00"
"Galletas Festival Chocolate","Snacks",18,1768900.00,"2026-02-01 17:21:00"
"Chocolate Jet 50g","Snacks",5,1768900.00,"2026-02-01 17:21:00"
"Chocoramo","Snacks",13,1768900.00,"2026-02-01 17:21:00"
"Aceite Girasol 1L","Basicos hogar",9,1768900.00,"2026-02-01 17:21:00"
"Azucar Manuelita 1Kg","Basicos hogar",20,1768900.00,"2026-02-01 17:21:00"
"Cafe Sello Rojo 250g","Basicos hogar",13,1768900.00,"2026-02-01 17:21:00"
"Panela redonda 500g","Basicos hogar",9,1768900.00,"2026-02-01 17:21:00"
"Huevos x30 unidades","Basicos hogar",20,1768900.00,"2026-02-01 17:21:00"
"Arroz Diana 1Kg","Granos y cereales",12,409900.00,"2026-01-31 19:33:00"
"Arroz Roa 5Kg","Granos y cereales",10,409900.00,"2026-01-31 19:33:00"
"Lentejas 500g","Granos y cereales",9,409900.00,"2026-01-31 19:33:00"
"Frijol rojo 500g","Granos y cereales",4,409900.00,"2026-01-31 19:33:00"
"Avena Quaker 400g","Granos y cereales",5,409900.00,"2026-01-31 19:33:00"
"Pasta Doria Espagueti 250g","Granos y cereales",7,409900.00,"2026-01-31 19:33:00"
"Harina de Trigo 1Kg","Granos y cereales",1,409900.00,"2026-01-31 19:33:00"
"Leche Alqueria Entera 1L","Lacteos",14,409900.00,"2026-01-31 19:33:00"
"Aguardiante Antioqueno 375ml","Bebidas",3,112800.00,"2026-01-31 14:30:00"
"Cloro Blancox 500ml","Aseo",1,112800.00,"2026-01-31 14:30:00"
"Cepillo de Dientes Colgate","Aseo",1,112800.00,"2026-01-31 14:30:00"
"Sardina Isabel 170g","Enlatados",3,112800.00,"2026-01-31 14:30:00"
"Frijoles enlatados Zenú 300g","Enlatados",3,112800.00,"2026-01-31 14:30:00"
"Papas Margarita Natural 30g","Snacks",5,112800.00,"2026-01-31 14:30:00"
"Galletas Festival Chocolate","Snacks",9,112800.00,"2026-01-31 14:30:00"
"Chocolate Jet 50g","Snacks",4,112800.00,"2026-01-31 14:30:00"
"Leche Colanta Deslactosada 1L","Lacteos",9,203800.00,"2026-01-31 13:21:00"
"Yogurt Alpina 1L","Lacteos",7,203800.00,"2026-01-31 13:21:00"
"Queso Campesino 500g","Lacteos",4,203800.00,"2026-01-31 13:21:00"
"Coca-Cola 350ml","Bebidas",8,203800.00,"2026-01-31 13:21:00"
"Gaseosa Postobon Manzana 350ml","Bebidas",9,203800.00,"2026-01-31 13:21:00"
"Jugo Hit Naranja 1L","Bebidas",5,203800.00,"2026-01-31 13:21:00"
"Agua Cristal 600ml","Bebidas",4,203800.00,"2026-01-31 13:21:00"
"Cerveza Poker 330ml","Bebidas",7,203800.00,"2026-01-31 13:21:00"
"Chiclets Adams x3","Snacks",3,401400.00,"2026-01-31 13:20:00"
"Chocoramo","Snacks",13,401400.00,"2026-01-31 13:20:00"
"Aceite Girasol 1L","Basicos hogar",7,401400.00,"2026-01-31 13:20:00"
"Azucar Manuelita 1Kg","Basicos hogar",5,401400.00,"2026-01-31 13:20:00"
"Cafe Sello Rojo 250g","Basicos hogar",8,401400.00,"2026-01-31 13:20:00"
"Panela redonda 500g","Basicos hogar",5,401400.00,"2026-01-31 13:20:00"
"Huevos x30 unidades","Basicos hogar",13,401400.00,"2026-01-31 13:20:00"
"Cerveza Poker 330ml","Bebidas",11,345200.00,"2026-01-30 18:37:00"
"Jabon Rey 300g","Aseo",2,345200.00,"2026-01-30 18:37:00"
"Papel Higienico Familia x4","Aseo",2,345200.00,"2026-01-30 18:37:00"
"Cloro Blancox 500ml","Aseo",2,345200.00,"2026-01-30 18:37:00"
"Frijoles enlatados Zenú 300g","Enlatados",3,345200.00,"2026-01-30 18:37:00"
"Salchicha Ranchera x5","Enlatados",1,345200.00,"2026-01-30 18:37:00"
"Papas Margarita Natural 30g","Snacks",9,345200.00,"2026-01-30 18:37:00"
"Galletas Festival Chocolate","Snacks",5,345200.00,"2026-01-30 18:37:00"
"Chiclets Adams x3","Snacks",2,345200.00,"2026-01-30 18:37:00"
"Chocoramo","Snacks",7,345200.00,"2026-01-30 18:37:00"
"Aceite Girasol 1L","Basicos hogar",8,345200.00,"2026-01-30 18:37:00"
"Azucar Manuelita 1Kg","Basicos hogar",6,345200.00,"2026-01-30 18:37:00"
"Huevos x30 unidades","Basicos hogar",8,345200.00,"2026-01-30 18:37:00"
"Arroz Diana 1Kg","Granos y cereales",7,539800.00,"2026-01-30 16:26:00"
"Arroz Roa 5Kg","Granos y cereales",12,539800.00,"2026-01-30 16:26:00"
"Lentejas 500g","Granos y cereales",10,539800.00,"2026-01-30 16:26:00"
"Frijol rojo 500g","Granos y cereales",7,539800.00,"2026-01-30 16:26:00"
"Pasta Doria Espagueti 250g","Granos y cereales",7,539800.00,"2026-01-30 16:26:00"
"Leche Alqueria Entera 1L","Lacteos",6,539800.00,"2026-01-30 16:26:00"
"Leche Colanta Deslactosada 1L","Lacteos",10,539800.00,"2026-01-30 16:26:00"
"Yogurt Alpina 1L","Lacteos",8,539800.00,"2026-01-30 16:26:00"
"Mantequilla 250g","Lacteos",2,539800.00,"2026-01-30 16:26:00"
"Coca-Cola 350ml","Bebidas",12,539800.00,"2026-01-30 16:26:00"
"Gaseosa Postobon Manzana 350ml","Bebidas",6,539800.00,"2026-01-30 16:26:00"
"Jugo Hit Naranja 1L","Bebidas",1,539800.00,"2026-01-30 16:26:00"
"Agua Cristal 600ml","Bebidas",9,539800.00,"2026-01-30 16:26:00"
"Coca-Cola 350ml","Bebidas",8,99000.00,"2026-01-29 23:19:00"
"Jugo Hit Naranja 1L","Bebidas",1,99000.00,"2026-01-29 23:19:00"
"Agua Cristal 600ml","Bebidas",12,99000.00,"2026-01-29 23:19:00"
"Cerveza Poker 330ml","Bebidas",6,99000.00,"2026-01-29 23:19:00"
"Papel Higienico Familia x4","Aseo",2,99000.00,"2026-01-29 23:19:00"
"Cepillo de Dientes Colgate","Aseo",2,99000.00,"2026-01-29 23:19:00"
"Frijoles enlatados Zenú 300g","Enlatados",3,99000.00,"2026-01-29 23:19:00"
"Salchicha Ranchera x5","Enlatados",1,99000.00,"2026-01-29 23:19:00"
"Papas Margarita Natural 30g","Snacks",7,276700.00,"2026-01-29 21:12:00"
"Galletas Festival Chocolate","Snacks",3,276700.00,"2026-01-29 21:12:00"
"Chocolate Jet 50g","Snacks",1,276700.00,"2026-01-29 21:12:00"
"Chocoramo","Snacks",7,276700.00,"2026-01-29 21:12:00"
"Aceite Girasol 1L","Basicos hogar",9,276700.00,"2026-01-29 21:12:00"
"Azucar Manuelita 1Kg","Basicos hogar",9,276700.00,"2026-01-29 21:12:00"
"Cafe Sello Rojo 250g","Basicos hogar",7,276700.00,"2026-01-29 21:12:00"
"Huevos x30 unidades","Basicos hogar",4,276700.00,"2026-01-29 21:12:00"
"Arroz Diana 1Kg","Granos y cereales",12,392500.00,"2026-01-29 14:25:00"
"Arroz Roa 5Kg","Granos y cereales",9,392500.00,"2026-01-29 14:25:00"
"Lentejas 500g","Granos y cereales",12,392500.00,"2026-01-29 14:25:00"
"Avena Quaker 400g","Granos y cereales",3,392500.00,"2026-01-29 14:25:00"
"Pasta Doria Espagueti 250g","Granos y cereales",4,392500.00,"2026-01-29 14:25:00"
"Leche Alqueria Entera 1L","Lacteos",10,392500.00,"2026-01-29 14:25:00"
"Leche Colanta Deslactosada 1L","Lacteos",3,392500.00,"2026-01-29 14:25:00"
"Yogurt Alpina 1L","Lacteos",6,392500.00,"2026-01-29 14:25:00"
"Cerveza Poker 330ml","Bebidas",5,305600.00,"2026-01-28 15:24:00"
"Papel Higienico Familia x4","Aseo",4,305600.00,"2026-01-28 15:24:00"
"Atun Van Camps 160g","Enlatados",3,305600.00,"2026-01-28 15:24:00"
"Maiz tierno Zenú 300g","Enlatados",2,305600.00,"2026-01-28 15:24:00"
"Salchicha Ranchera x5","Enlatados",1,305600.00,"2026-01-28 15:24:00"
"Papas Margarita Natural 30g","Snacks",7,305600.00,"2026-01-28 15:24:00"
"Galletas Festival Chocolate","Snacks",8,305600.00,"2026-01-28 15:24:00"
"Chocolate Jet 50g","Snacks",4,305600.00,"2026-01-28 15:24:00"
"Chocoramo","Snacks",8,305600.00,"2026-01-28 15:24:00"
"Aceite Girasol 1L","Basicos hogar",7,305600.00,"2026-01-28 15:24:00"
"Cafe Sello Rojo 250g","Basicos hogar",3,305600.00,"2026-01-28 15:24:00"
"Huevos x30 unidades","Basicos hogar",6,305600.00,"2026-01-28 15:24:00"
"Arroz Diana 1Kg","Granos y cereales",6,478500.00,"2026-01-28 13:58:00"
"Arroz Roa 5Kg","Granos y cereales",7,478500.00,"2026-01-28 13:58:00"
"Lentejas 500g","Granos y cereales",7,478500.00,"2026-01-28 13:58:00"
"Frijol rojo 500g","Granos y cereales",12,478500.00,"2026-01-28 13:58:00"
"Pasta Doria Espagueti 250g","Granos y cereales",7,478500.00,"2026-01-28 13:58:00"
"Leche Alqueria Entera 1L","Lacteos",10,478500.00,"2026-01-28 13:58:00"
"Leche Colanta Deslactosada 1L","Lacteos",11,478500.00,"2026-01-28 13:58:00"
"Yogurt Alpina 1L","Lacteos",9,478500.00,"2026-01-28 13:58:00"
"Queso Campesino 500g","Lacteos",3,478500.00,"2026-01-28 13:58:00"
"Gaseosa Postobon Manzana 350ml","Bebidas",10,478500.00,"2026-01-28 13:58:00"
"Jugo Hit Naranja 1L","Bebidas",2,478500.00,"2026-01-28 13:58:00"
"Agua Cristal 600ml","Bebidas",12,478500.00,"2026-01-28 13:58:00"
"Arroz Diana 1Kg","Granos y cereales",12,836600.00,"2026-01-27 18:06:00"
"Arroz Roa 5Kg","Granos y cereales",3,836600.00,"2026-01-27 18:06:00"
"Lentejas 500g","Granos y cereales",9,836600.00,"2026-01-27 18:06:00"
"Frijol rojo 500g","Granos y cereales",12,836600.00,"2026-01-27 18:06:00"
"Avena Quaker 400g","Granos y cereales",3,836600.00,"2026-01-27 18:06:00"
"Pasta Doria Espagueti 250g","Granos y cereales",3,836600.00,"2026-01-27 18:06:00"
"Leche Alqueria Entera 1L","Lacteos",3,836600.00,"2026-01-27 18:06:00"
"Leche Colanta Deslactosada 1L","Lacteos",12,836600.00,"2026-01-27 18:06:00"
"Yogurt Alpina 1L","Lacteos",4,836600.00,"2026-01-27 18:06:00"
"Queso Campesino 500g","Lacteos",2,836600.00,"2026-01-27 18:06:00"
"Coca-Cola 350ml","Bebidas",11,836600.00,"2026-01-27 18:06:00"
"Gaseosa Postobon Manzana 350ml","Bebidas",4,836600.00,"2026-01-27 18:06:00"
"Jugo Hit Naranja 1L","Bebidas",3,836600.00,"2026-01-27 18:06:00"
"Agua Cristal 600ml","Bebidas",7,836600.00,"2026-01-27 18:06:00"
"Cerveza Poker 330ml","Bebidas",5,836600.00,"2026-01-27 18:06:00"
"Atun Van Camps 160g","Enlatados",3,836600.00,"2026-01-27 18:06:00"
"Sardina Isabel 170g","Enlatados",3,836600.00,"2026-01-27 18:06:00"
"Frijoles enlatados Zenú 300g","Enlatados",2,836600.00,"2026-01-27 18:06:00"
"Papas Margarita Natural 30g","Snacks",3,836600.00,"2026-01-27 18:06:00"
"Galletas Festival Chocolate","Snacks",7,836600.00,"2026-01-27 18:06:00"
"Chocolate Jet 50g","Snacks",5,836600.00,"2026-01-27 18:06:00"
"Chiclets Adams x3","Snacks",2,836600.00,"2026-01-27 18:06:00"
"Chocoramo","Snacks",4,836600.00,"2026-01-27 18:06:00"
"Aceite Girasol 1L","Basicos hogar",12,836600.00,"2026-01-27 18:06:00"
"Azucar Manuelita 1Kg","Basicos hogar",8,836600.00,"2026-01-27 18:06:00"
"Sal Refisal 1Kg","Basicos hogar",1,836600.00,"2026-01-27 18:06:00"
"Cafe Sello Rojo 250g","Basicos hogar",11,836600.00,"2026-01-27 18:06:00"
"Panela redonda 500g","Basicos hogar",5,836600.00,"2026-01-27 18:06:00"
"Huevos x30 unidades","Basicos hogar",7,836600.00,"2026-01-27 18:06:00"
"Arroz Diana 1Kg","Granos y cereales",10,731100.00,"2026-01-26 14:53:00"
"Arroz Roa 5Kg","Granos y cereales",6,731100.00,"2026-01-26 14:53:00"
"Lentejas 500g","Granos y cereales",6,731100.00,"2026-01-26 14:53:00"
"Pasta Doria Espagueti 250g","Granos y cereales",4,731100.00,"2026-01-26 14:53:00"
"Harina de Trigo 1Kg","Granos y cereales",5,731100.00,"2026-01-26 14:53:00"
"Leche Colanta Deslactosada 1L","Lacteos",6,731100.00,"2026-01-26 14:53:00"
"Queso Campesino 500g","Lacteos",5,731100.00,"2026-01-26 14:53:00"
"Mantequilla 250g","Lacteos",5,731100.00,"2026-01-26 14:53:00"
"Coca-Cola 350ml","Bebidas",10,731100.00,"2026-01-26 14:53:00"
"Gaseosa Postobon Manzana 350ml","Bebidas",11,731100.00,"2026-01-26 14:53:00"
"Jugo Hit Naranja 1L","Bebidas",3,731100.00,"2026-01-26 14:53:00"
"Agua Cristal 600ml","Bebidas",9,731100.00,"2026-01-26 14:53:00"
"Cerveza Poker 330ml","Bebidas",9,731100.00,"2026-01-26 14:53:00"
"Papel Higienico Familia x4","Aseo",4,731100.00,"2026-01-26 14:53:00"
"Cepillo de Dientes Colgate","Aseo",2,731100.00,"2026-01-26 14:53:00"
"Sardina Isabel 170g","Enlatados",5,731100.00,"2026-01-26 14:53:00"
"Papas Margarita Natural 30g","Snacks",10,731100.00,"2026-01-26 14:53:00"
"Galletas Festival Chocolate","Snacks",5,731100.00,"2026-01-26 14:53:00"
"Chocolate Jet 50g","Snacks",2,731100.00,"2026-01-26 14:53:00"
"Chocoramo","Snacks",3,731100.00,"2026-01-26 14:53:00"
"Aceite Girasol 1L","Basicos hogar",10,731100.00,"2026-01-26 14:53:00"
"Azucar Manuelita 1Kg","Basicos hogar",9,731100.00,"2026-01-26 14:53:00"
"Cafe Sello Rojo 250g","Basicos hogar",6,731100.00,"2026-01-26 14:53:00"
"Huevos x30 unidades","Basicos hogar",3,731100.00,"2026-01-26 14:53:00"
"Agua Cristal 600ml","Bebidas",7,131100.00,"2026-01-26 01:47:00"
"Cerveza Poker 330ml","Bebidas",7,131100.00,"2026-01-26 01:47:00"
"Papel Higienico Familia x4","Aseo",5,131100.00,"2026-01-26 01:47:00"
"Atun Van Camps 160g","Enlatados",3,131100.00,"2026-01-26 01:47:00"
"Sardina Isabel 170g","Enlatados",4,131100.00,"2026-01-26 01:47:00"
"Frijoles enlatados Zenú 300g","Enlatados",1,131100.00,"2026-01-26 01:47:00"
"Papas Margarita Natural 30g","Snacks",14,131100.00,"2026-01-26 01:47:00"
"Leche Alqueria Entera 1L","Lacteos",8,213700.00,"2026-01-25 18:30:00"
"Leche Colanta Deslactosada 1L","Lacteos",7,213700.00,"2026-01-25 18:30:00"
"Yogurt Alpina 1L","Lacteos",10,213700.00,"2026-01-25 18:30:00"
"Mantequilla 250g","Lacteos",5,213700.00,"2026-01-25 18:30:00"
"Coca-Cola 350ml","Bebidas",12,213700.00,"2026-01-25 18:30:00"
"Gaseosa Postobon Manzana 350ml","Bebidas",12,213700.00,"2026-01-25 18:30:00"
"Jugo Hit Naranja 1L","Bebidas",3,213700.00,"2026-01-25 18:30:00"
"Arroz Diana 1Kg","Granos y cereales",14,393800.00,"2026-01-25 17:10:00"
"Arroz Roa 5Kg","Granos y cereales",9,393800.00,"2026-01-25 17:10:00"
"Lentejas 500g","Granos y cereales",9,393800.00,"2026-01-25 17:10:00"
"Frijol rojo 500g","Granos y cereales",16,393800.00,"2026-01-25 17:10:00"
"Avena Quaker 400g","Granos y cereales",5,393800.00,"2026-01-25 17:10:00"
"Pasta Doria Espagueti 250g","Granos y cereales",8,393800.00,"2026-01-25 17:10:00"
"Harina de Trigo 1Kg","Granos y cereales",1,393800.00,"2026-01-25 17:10:00"
"Galletas Festival Chocolate","Snacks",16,537900.00,"2026-01-25 15:37:00"
"Chocoramo","Snacks",10,537900.00,"2026-01-25 15:37:00"
"Aceite Girasol 1L","Basicos hogar",12,537900.00,"2026-01-25 15:37:00"
"Azucar Manuelita 1Kg","Basicos hogar",13,537900.00,"2026-01-25 15:37:00"
"Cafe Sello Rojo 250g","Basicos hogar",7,537900.00,"2026-01-25 15:37:00"
"Panela redonda 500g","Basicos hogar",7,537900.00,"2026-01-25 15:37:00"
"Huevos x30 unidades","Basicos hogar",16,537900.00,"2026-01-25 15:37:00"
"Arroz Diana 1Kg","Granos y cereales",5,1307300.00,"2026-01-25 01:02:00"
"Arroz Roa 5Kg","Granos y cereales",16,1307300.00,"2026-01-25 01:02:00"
"Lentejas 500g","Granos y cereales",4,1307300.00,"2026-01-25 01:02:00"
"Frijol rojo 500g","Granos y cereales",14,1307300.00,"2026-01-25 01:02:00"
"Pasta Doria Espagueti 250g","Granos y cereales",14,1307300.00,"2026-01-25 01:02:00"
"Leche Alqueria Entera 1L","Lacteos",8,1307300.00,"2026-01-25 01:02:00"
"Leche Colanta Deslactosada 1L","Lacteos",16,1307300.00,"2026-01-25 01:02:00"
"Yogurt Alpina 1L","Lacteos",12,1307300.00,"2026-01-25 01:02:00"
"Queso Campesino 500g","Lacteos",4,1307300.00,"2026-01-25 01:02:00"
"Mantequilla 250g","Lacteos",5,1307300.00,"2026-01-25 01:02:00"
"Coca-Cola 350ml","Bebidas",13,1307300.00,"2026-01-25 01:02:00"
"Gaseosa Postobon Manzana 350ml","Bebidas",8,1307300.00,"2026-01-25 01:02:00"
"Agua Cristal 600ml","Bebidas",8,1307300.00,"2026-01-25 01:02:00"
"Cerveza Poker 330ml","Bebidas",13,1307300.00,"2026-01-25 01:02:00"
"Papel Higienico Familia x4","Aseo",1,1307300.00,"2026-01-25 01:02:00"
"Cloro Blancox 500ml","Aseo",1,1307300.00,"2026-01-25 01:02:00"
"Cepillo de Dientes Colgate","Aseo",3,1307300.00,"2026-01-25 01:02:00"
"Atun Van Camps 160g","Enlatados",1,1307300.00,"2026-01-25 01:02:00"
"Sardina Isabel 170g","Enlatados",1,1307300.00,"2026-01-25 01:02:00"
"Frijoles enlatados Zenú 300g","Enlatados",5,1307300.00,"2026-01-25 01:02:00"
"Salchicha Ranchera x5","Enlatados",7,1307300.00,"2026-01-25 01:02:00"
"Papas Margarita Natural 30g","Snacks",16,1307300.00,"2026-01-25 01:02:00"
